Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Investor Names
Seed Round - Allure Security Technology,https://www.crunchbase.com/funding_round/allure-security-technology-inc-seed--20c695bf,Allure Security Technology,https://www.crunchbase.com/organization/allure-security-technology-inc,Seed,5300000,USD,5300000,2018-01-25,"Glasswing Ventures, Greycroft, Portage Partners, Zetta Venture Partners"
Venture Round - Bespin Global,https://www.crunchbase.com/funding_round/bespin-global-series-unknown--5bbdc296,Bespin Global,https://www.crunchbase.com/organization/bespin-global,Venture - Series Unknown,27000000,USD,27000000,2018-01-31,"Legend Capital, ST Telemedia"
Series D - Duo Security,https://www.crunchbase.com/funding_round/duo-security-series-d--7efc4d00,Duo Security,https://www.crunchbase.com/organization/duo-security,Series D,70000000,USD,70000000,2017-10-18,"Geodesic Capital, Index Ventures, Lead Edge Capital, Meritech Capital Partners, Redpoint, True Ventures, Workday"
Venture Round - Ankr,https://www.crunchbase.com/funding_round/ankr-network-series-unknown--d7396faa,Ankr,https://www.crunchbase.com/organization/ankr-network,Venture - Series Unknown,10000000,USD,10000000,2018-06-15,
Series B - ObserveIT,https://www.crunchbase.com/funding_round/observeit-series-b--47078f9f,ObserveIT,https://www.crunchbase.com/organization/observeit,Series B,16000000,USD,16000000,2018-04-11,"Bain Capital Ventures, MDI Ventures"
Seed Round - VIDA,https://www.crunchbase.com/funding_round/solidx-partners-seed--d85b3158,VIDA,https://www.crunchbase.com/organization/solidx-partners,Seed,3200000,USD,3200000,2017-07-24,
Grant - Signicat,https://www.crunchbase.com/funding_round/signicat-grant--712481bf,Signicat,https://www.crunchbase.com/organization/signicat,Grant,1600000,EUR,1982622,2018-01-25,Horizon 2020
Private Equity Round - Skybox Security,https://www.crunchbase.com/funding_round/skybox-security-private-equity--70fa9938,Skybox Security,https://www.crunchbase.com/organization/skybox-security,Private Equity,150000000,USD,150000000,2017-10-25,"CVC Capital Partners, Pantheon Ventures"
Series A - Luminate Security,https://www.crunchbase.com/funding_round/luminate-security-series-a--28450502,Luminate Security,https://www.crunchbase.com/organization/luminate-security,Series A,11000000,USD,11000000,2018-03-14,"Aleph, U.S. Venture Partners (USVP)"
Series C - Sysdig,https://www.crunchbase.com/funding_round/sysdig-series-c--40d23af1,Sysdig,https://www.crunchbase.com/organization/sysdig,Series C,25000000,USD,25000000,2017-10-12,Accel
Series B - NodeSource,https://www.crunchbase.com/funding_round/nodesource-series-b--fd3c1f77,NodeSource,https://www.crunchbase.com/organization/nodesource,Series B,17500000,USD,17500000,2017-12-25,"Crosslink Capital, Hack VC, Industry Ventures, RRE Ventures, Silicon Valley Bank"
Series C - Contrast Security,https://www.crunchbase.com/funding_round/contrast-security-series-c--c3d2f42e,Contrast Security,https://www.crunchbase.com/organization/contrast-security,Series C,30000000,USD,30000000,2017-10-19,"Acero Capital, AXA Venture Partners, Battery Ventures, General Catalyst, M12"
Venture Round - Tanker,https://www.crunchbase.com/funding_round/tanker-series-unknown--115a6ea7,Tanker,https://www.crunchbase.com/organization/tanker,Venture - Series Unknown,6000000,EUR,7167003,2017-09-15,"AXA Venture Partners, Idinvest Partners, InnovAllianz, Kima Ventures"
Seed Round - ditno.,https://www.crunchbase.com/funding_round/ditno-seed--e911352d,ditno.,https://www.crunchbase.com/organization/ditno,Seed,,,,2018-02-08,
Seed Round - Openpath,https://www.crunchbase.com/funding_round/openpath-security-inc-seed--5e157f9a,Openpath,https://www.crunchbase.com/organization/openpath-security-inc,Seed,7000000,USD,7000000,2018-05-22,"Bonfire Ventures, Fika Ventures, Pritzker Group Venture Capital, Sorenson Capital, Upfront Ventures"
Series A - Bespin Global,https://www.crunchbase.com/funding_round/bespin-global-series-a--a5530ee0,Bespin Global,https://www.crunchbase.com/organization/bespin-global,Series A,15000000,USD,15000000,2017-07-14,"Altos Ventures, Hyosung ITX, Legend Capital, Premier Partners"
Series B - Verodin,https://www.crunchbase.com/funding_round/verodin-series-b--af6e4b0d,Verodin,https://www.crunchbase.com/organization/verodin,Series B,21000000,USD,21000000,2018-06-28,"Bessemer Venture Partners, Capital One Growth Ventures, Citi Ventures, TenEleven Ventures"
Series A - Cobalt (cobalt.io),https://www.crunchbase.com/funding_round/cobalt-io-series-a--23d6bf9d,Cobalt (cobalt.io),https://www.crunchbase.com/organization/cobalt-io,Series A,5000000,USD,5000000,2018-05-02,"byFounders, DG Incubation, Draper Associates, eLab Ventures, Plug and Play, Rob Mann, Secure Octane, Tim Draper"
