Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Investor Names
Series D - KnowBe4,https://www.crunchbase.com/funding_round/knowbe4-llc-series-d--4edd397c,KnowBe4,https://www.crunchbase.com/organization/knowbe4-llc,Series D,300000000,USD,300000000,2019-06-12,"Elephant, Kohlberg Kravis Roberts, TenEleven Ventures"
Series C - BigID,https://www.crunchbase.com/funding_round/bigid-series-c--90d550f5,BigID,https://www.crunchbase.com/organization/bigid,Series C,50000013,USD,50000013,2019-07-15,
Series E - Exabeam,https://www.crunchbase.com/funding_round/exabeam-series-e--4c800259,Exabeam,https://www.crunchbase.com/organization/exabeam,Series E,75000000,USD,75000000,2019-05-07,"Aspect Ventures, Cisco Investments, Icon Ventures, Lightspeed Venture Partners, Norwest Venture Partners, Sapphire Ventures, Shlomo Kramer"
Venture Round - Lumina Analytics,https://www.crunchbase.com/funding_round/lumina-analytics-series-unknown--d509dda0,Lumina Analytics,https://www.crunchbase.com/organization/lumina-analytics,Venture - Series Unknown,5000000,USD,5000000,2019-07-10,
Series D - Menlo Security,https://www.crunchbase.com/funding_round/menlo-security-series-d--1eedeb3e,Menlo Security,https://www.crunchbase.com/organization/menlo-security,Series D,75000000,USD,75000000,2019-07-09,"American Express Ventures, Engineering Capital, General Catalyst, HSBC, J.P. Morgan Asset Management, OUP (Osage University Partners), Sutter Hill Ventures"
Venture Round - Symetrica,https://www.crunchbase.com/funding_round/symetrica-series-unknown--2a1b5490,Symetrica,https://www.crunchbase.com/organization/symetrica,Venture - Series Unknown,3000000,GBP,3769881,2019-06-18,"Albion Capital Group, Nesta, Parkwalk Advisors, Technology Venture Partners US, Tennant Capital Partners"
Series B - SynapseFI,https://www.crunchbase.com/funding_round/synapsefi-series-b--0b93d4dc,SynapseFI,https://www.crunchbase.com/organization/synapsefi,Series B,33000000,USD,33000000,2019-06-06,"9Yards Capital, Andreessen Horowitz, Core Innovation Capital, Trinity Ventures"
Series D - SecurityScorecard,https://www.crunchbase.com/funding_round/security-scorecard-series-d--32295046,SecurityScorecard,https://www.crunchbase.com/organization/security-scorecard,Series D,50000000,USD,50000000,2019-06-13,"Accomplice, AXA Venture Partners, Evolution Equity Partners, Intel Capital, Riverwood Capital, Two Sigma Ventures"
Seed Round - Hut Six Security,https://www.crunchbase.com/funding_round/hut-six-security-seed--8d7117a0,Hut Six Security,https://www.crunchbase.com/organization/hut-six-security,Seed,450000,GBP,563458,2019-07-11,"Development Bank of Wales, The Waterloo Foundation, The Welsh Government, Wesley Clover"
Seed Round - Securicy,https://www.crunchbase.com/funding_round/securicy-seed--f144765e,Securicy,https://www.crunchbase.com/organization/securicy,Seed,1200000,USD,1200000,2019-07-09,"Concrete Ventures, Hub Angels Investment Group, Innovacorp, Panache Ventures"
Series D - SentinelOne,https://www.crunchbase.com/funding_round/sentinel-series-d--bf139ad0,SentinelOne,https://www.crunchbase.com/organization/sentinel,Series D,120000000,USD,120000000,2019-06-05,"Data Collective DCVC, Granite Hill Capital Partners, Insight Partners, NextEquity Partners, Redpoint, Samsung Venture Investment, SineWave Ventures, Sound Ventures, Third Point Ventures, Tiger Global Management"
Series D - Cloudwise,https://www.crunchbase.com/funding_round/cloudwise-2-series-d--00d9c074,Cloudwise,https://www.crunchbase.com/organization/cloudwise-2,Series D,25000000,USD,25000000,2019-06-10,"Sequoia Capital China, Tsing Ventures, WestSummit Capital, Xiaochang Shuimu Investment"
Series D - Dashlane,https://www.crunchbase.com/funding_round/dashlane-series-d--82933e14,Dashlane,https://www.crunchbase.com/organization/dashlane,Series D,110000000,USD,110000000,2019-05-30,"Bessemer Venture Partners, FirstMark, Rho Ventures, Sequoia Capital"
Series A - Upsie,https://www.crunchbase.com/funding_round/upsie-series-a--15da246a,Upsie,https://www.crunchbase.com/organization/upsie,Series A,5000000,USD,5000000,2019-05-28,"M25, Marc Belton, Matchstick Ventures, Techstars Ventures, The Syndicate Fund, True Ventures"
Venture Round - Crypta Labs,https://www.crunchbase.com/funding_round/crypta-labs-series-unknown--dfa9c498,Crypta Labs,https://www.crunchbase.com/organization/crypta-labs,Venture - Series Unknown,1900000,EUR,2143484,2019-07-12,Bloc Ventures
Debt Financing - Crypta Labs,https://www.crunchbase.com/funding_round/crypta-labs-debt-financing--98fa7c01,Crypta Labs,https://www.crunchbase.com/organization/crypta-labs,Debt Financing,1100000,EUR,1240964,2019-07-12,Innovate UK
Venture Round - Silvan Innovation Labs,https://www.crunchbase.com/funding_round/silvan-series-unknown--64867031,Silvan Innovation Labs,https://www.crunchbase.com/organization/silvan,Venture - Series Unknown,,,,2019-07-10,Samsung Ventures
Seed Round - Aegis AI,https://www.crunchbase.com/funding_round/aegis-ai-seed--aeb1aa2f,Aegis AI,https://www.crunchbase.com/organization/aegis-ai,Seed,2200000,USD,2200000,2019-07-01,"Bling Capital, Tensility Venture Partners, Upside Partnership"
Series B - Cyber Observer,https://www.crunchbase.com/funding_round/cyberobserver-series-b--4ef9d49c,Cyber Observer,https://www.crunchbase.com/organization/cyberobserver,Series B,8000000,USD,8000000,2019-06-11,Merlin International
Series C - HanSight,https://www.crunchbase.com/funding_round/hansight-series-c--c44f74e2,HanSight,https://www.crunchbase.com/organization/hansight,Series C,,,,2019-07-05,Qihoo 360 Technology
Series A - Vulcan Cyber,https://www.crunchbase.com/funding_round/vulcan-cyber-series-a--85ceff35,Vulcan Cyber,https://www.crunchbase.com/organization/vulcan-cyber,Series A,10000000,USD,10000000,2019-06-26,"TenEleven Ventures, YL Ventures"
Venture Round - Fivecast,https://www.crunchbase.com/funding_round/fivecast-series-unknown--1327a350,Fivecast,https://www.crunchbase.com/organization/fivecast,Venture - Series Unknown,4000000,USD,4000000,2019-07-01,Main Sequence Ventures
Debt Financing - Securicy,https://www.crunchbase.com/funding_round/securicy-debt-financing--df095787,Securicy,https://www.crunchbase.com/organization/securicy,Debt Financing,600000,USD,600000,2019-07-09,
Series A - Aptible,https://www.crunchbase.com/funding_round/aptible-series-a--0fd73908,Aptible,https://www.crunchbase.com/organization/aptible,Series A,12000000,USD,12000000,2019-06-18,"Maverick Ventures, Tamarind Hill, Thrive Capital, Western Technology Investment"
Venture Round - Tu Identidad,https://www.crunchbase.com/funding_round/tu-identidad-series-unknown--3688d8e1,Tu Identidad,https://www.crunchbase.com/organization/tu-identidad,Venture - Series Unknown,600000,USD,600000,2019-05-07,"Dark Horse Ventures, Finnovista"
Series A - Veda,https://www.crunchbase.com/funding_round/veda-series-a--1371c3ac,Veda,https://www.crunchbase.com/organization/veda,Series A,,,,2019-06-20,Integrated Circuit Advanced Industry Fund
Series C - Onfido,https://www.crunchbase.com/funding_round/onfido-series-c--f2c8300c,Onfido,https://www.crunchbase.com/organization/onfido,Series C,50000000,USD,50000000,2019-04-03,"Augmentum Fintech, Fin Venture Capital, Kairos, M12, Plug and Play, Salesforce Ventures, SBI Investment, SoftBank"
Series A - Traction Guest,https://www.crunchbase.com/funding_round/traction-guest-series-a--1bc2a8c3,Traction Guest,https://www.crunchbase.com/organization/traction-guest,Series A,13000000,USD,13000000,2019-06-13,"Bessemer Venture Partners, Salesforce Ventures"
Corporate Round - Quantstamp,https://www.crunchbase.com/funding_round/quantstamp-technologies-corporate-round--d9e4b880,Quantstamp,https://www.crunchbase.com/organization/quantstamp-technologies,Corporate Round,2625000,USD,2625000,2019-03-06,"DG Incubation, DG Lab Fund, Fifty Years, KSK Angel Fund, Nomura, Pioneer Fund, TransLink Capital, VentureSouq"
Debt Financing - Vector Security,https://www.crunchbase.com/funding_round/vector-security-debt-financing--33704ca9,Vector Security,https://www.crunchbase.com/organization/vector-security,Debt Financing,450000000,USD,450000000,2019-06-11,"PNC Bank, PNC Capital Markets"
Series C - GuardiCore,https://www.crunchbase.com/funding_round/guardicore-series-c--7536274e,GuardiCore,https://www.crunchbase.com/organization/guardicore,Series C,60000000,USD,60000000,2019-05-20,"83North, Battery Ventures, ClalTech, Deutsche Telekom Capital Partners, Greenfield Partners, Partech, Qumra Capital, TPG Growth"
Series C - Armis Security,https://www.crunchbase.com/funding_round/armis-security-series-c--f503fdaf,Armis Security,https://www.crunchbase.com/organization/armis-security,Series C,65000000,USD,65000000,2019-04-11,"Bain Capital Ventures, Insight Partners, Intermountain Healthcare Innovation Fund, Red Dot Capital Partners, Sequoia Capital, Tenaya Capital"
Series B - Warung Pintar,https://www.crunchbase.com/funding_round/warung-pintar-series-b--6135c8ef,Warung Pintar,https://www.crunchbase.com/organization/warung-pintar,Series B,27500000,USD,27500000,2019-01-21,"Agaeti Venture Capital, Digital Garage, EV Growth, Jerry Yang, Line Ventures, OVO Fund, Pavilion Capital, SMDV, Triputra Group, Vertex Ventures, Vertex Ventures Southeast Asia & India"
Venture Round - Digital Guardian,https://www.crunchbase.com/funding_round/digitalguardian-series-unknown--70cfa088,Digital Guardian,https://www.crunchbase.com/organization/digitalguardian,Venture - Series Unknown,30000000,USD,30000000,2019-04-24,"Brookline Venture Partners, General Electric Pension Trust, Golub Capital, LLR Partners, MassMutual Ventures, Siemens Financial Services"
Series C - Siemplify,https://www.crunchbase.com/funding_round/siemplify-series-c--1e506680,Siemplify,https://www.crunchbase.com/organization/siemplify,Series C,30000000,USD,30000000,2019-05-20,"83North, G20 Ventures, Georgian Partners, Jump Capital"
Seed Round - Athena Security,https://www.crunchbase.com/funding_round/athena-security-inc-seed--0805eeae,Athena Security,https://www.crunchbase.com/organization/athena-security-inc,Seed,5500000,USD,5500000,2019-06-13,Pathfinder
Seed Round - CYBERNETIQ,https://www.crunchbase.com/funding_round/cybernetiq-seed--1812d2f3,CYBERNETIQ,https://www.crunchbase.com/organization/cybernetiq,Seed,250000,USD,250000,2019-06-13,MaRS Investment Accelerator Fund
Series A - Tala Security,https://www.crunchbase.com/funding_round/tala-security-series-a--2167c8e4,Tala Security,https://www.crunchbase.com/organization/tala-security,Series A,9000000,USD,9000000,2019-06-07,"Jackson Square Ventures, TechOperators"
Series C - Expanse,https://www.crunchbase.com/funding_round/expanse-inc-series-c--6a50cb0a,Expanse,https://www.crunchbase.com/organization/expanse-inc,Series C,70000000,USD,70000000,2019-04-09,"Arianna Huffington, Founders Fund, IVP (Institutional Venture Partners), New Enterprise Associates, Peter Thiel, Taylor Glover, TPG Growth"
Series A - NS8,https://www.crunchbase.com/funding_round/ns8-inc-series-a--9fa44d3c,NS8,https://www.crunchbase.com/organization/ns8-inc,Series A,26000000,USD,26000000,2019-03-21,"Blu Venture Investors, Edison Partners, Hanna Ventures, Lytical Ventures, NextGen Venture Partners, Sorenson Ventures, TDF Ventures"
Series B - Swimlane,https://www.crunchbase.com/funding_round/swimlane-series-b--856c69ce,Swimlane,https://www.crunchbase.com/organization/swimlane,Series B,23000000,USD,23000000,2019-05-30,Energy Impact Partners
Seed Round - Paladin Drones,https://www.crunchbase.com/funding_round/paladin-drones-seed--bdd79a76,Paladin Drones,https://www.crunchbase.com/organization/paladin-drones,Seed,1300000,USD,1300000,2019-05-28,"Khosla Ventures, Paul Buchheit"
Series C - CloudGenix,https://www.crunchbase.com/funding_round/cloudgenix-series-c--694bf3c8,CloudGenix,https://www.crunchbase.com/organization/cloudgenix,Series C,65000000,USD,65000000,2019-04-17,"Bain Capital Ventures, ClearSky, CRV, Intel Capital, Mayfield Fund"
Series E - Ionic Security,https://www.crunchbase.com/funding_round/ionic-security-series-e--891ffed4,Ionic Security,https://www.crunchbase.com/organization/ionic-security,Series E,40000000,USD,40000000,2019-02-27,"Google, GV, Icon Ventures, JP Morgan Chase, Kleiner Perkins, Meritech Capital Partners, TechOperators, TenEleven Ventures"
Series B - RiskLens,https://www.crunchbase.com/funding_round/risklens-series-b--977ed903,RiskLens,https://www.crunchbase.com/organization/risklens,Series B,20550000,USD,20550000,2019-04-08,"Dell Technologies Capital, F-Prime Capital, MassMutual Ventures, Osage Venture Partners, Paladin Capital Group"
Debt Financing - DroneShield,https://www.crunchbase.com/funding_round/droneshield-debt-financing--e343244b,DroneShield,https://www.crunchbase.com/organization/droneshield,Debt Financing,650000,AUD,445365,2019-06-17,
Series C - PerimeterX,https://www.crunchbase.com/funding_round/perimeterx-inc--series-c--8c7ab82c,PerimeterX,https://www.crunchbase.com/organization/perimeterx-inc-,Series C,43000000,USD,43000000,2019-02-11,"Adams Street Partners, Canaan Partners, Data Collective DCVC, Scale Venture Partners, Vertex US, Vertex Ventures"
Series C - Aqua Security,https://www.crunchbase.com/funding_round/aquasecurity-series-c--f98e4c9e,Aqua Security,https://www.crunchbase.com/organization/aquasecurity,Series C,62000000,USD,62000000,2019-04-03,"Insight Partners, Lightspeed Venture Partners, M12, Shlomo Kramer, TLV Partners"
Seed Round - Apozy,https://www.crunchbase.com/funding_round/apozy-seed--8263c980,Apozy,https://www.crunchbase.com/organization/apozy,Seed,2200000,USD,2200000,2019-02-14,"Base Ventures, Brad Flora, Kevin Mahaffey, ONEVC, Resolute Ventures, Sundeep Ahuja, Telegraph Hill Capital, Upside Partnership, Y Combinator"
Series C - CyberX,https://www.crunchbase.com/funding_round/cyberx-series-c--df035432,CyberX,https://www.crunchbase.com/organization/cyberx,Series C,18000000,USD,18000000,2019-03-25,"Flint Capital, Glilot Capital Partners, Inven Capital, Norwest Venture Partners, OurCrowd, Qualcomm Ventures"
Series D - Contrast Security,https://www.crunchbase.com/funding_round/contrast-security-series-d--e66178d8,Contrast Security,https://www.crunchbase.com/organization/contrast-security,Series D,65000000,USD,65000000,2019-02-28,"Acero Capital, AXA Venture Partners, Battery Ventures, General Catalyst, M12, Warburg Pincus"
Series D - Pindrop,https://www.crunchbase.com/funding_round/pindrop-security-series-d--8af09a5b,Pindrop,https://www.crunchbase.com/organization/pindrop-security,Series D,90000000,USD,90000000,2018-12-05,"Allegion Ventures, Andreessen Horowitz, CapitalG, Citi Ventures, Cross Creek, Dimension Data, EDBI, Goldman Sachs, GV, IVP (Institutional Venture Partners), Vitruvian Partners"
Series B - Fleetsmith,https://www.crunchbase.com/funding_round/fleetsmith-series-b--0763bcef,Fleetsmith,https://www.crunchbase.com/organization/fleetsmith,Series B,30000000,USD,30000000,2019-04-08,"Clark Valberg, Harrison Metal, Menlo Ventures, Tiger Global Management, Upfront Ventures"
Equity Crowdfunding - PixelPin,https://www.crunchbase.com/funding_round/pixelpin-equity-crowdfunding--2b673b1f,PixelPin,https://www.crunchbase.com/organization/pixelpin,Equity Crowdfunding,1467762,GBP,1855108,2019-05-31,
Series C - Red Points,https://www.crunchbase.com/funding_round/red-points-series-c--0c0cfde0,Red Points,https://www.crunchbase.com/organization/red-points,Series C,38000000,USD,38000000,2019-04-02,"Banco Sabadell (InnoCells), Eight Roads Ventures, Mangrove, Northzone, Summit Partners"
Series C - Socure,https://www.crunchbase.com/funding_round/socure-series-c--aa5d421f,Socure,https://www.crunchbase.com/organization/socure,Series C,30000000,USD,30000000,2019-02-28,"Commerce Ventures, Flint Capital, Santander InnoVentures, Scale Venture Partners, Sorenson Capital, Synchrony Financial, Two Sigma Ventures"
"Series B - SpyCloud, Inc.",https://www.crunchbase.com/funding_round/spycloud-inc-series-b--151cf1d5,"SpyCloud, Inc.",https://www.crunchbase.com/organization/spycloud-inc,Series B,21000000,USD,21000000,2019-02-27,"Altos Ventures, M12, March Capital Partners, Silverton Partners"
Series A - ZeroNorth,https://www.crunchbase.com/funding_round/zeronorth-series-a--3c954f4c,ZeroNorth,https://www.crunchbase.com/organization/zeronorth,Series A,10000000,USD,10000000,2019-04-29,"ClearSky, Crosslink Capital, Petrillo Capital, Rally Ventures"
Venture Round - UVeye,https://www.crunchbase.com/funding_round/uveye-series-unknown--e73fe805,UVeye,https://www.crunchbase.com/organization/uveye,Venture - Series Unknown,31000000,USD,31000000,2019-07-22,"F.I.T. Ventures, Toyota Tsusho, Volvo Cars Tech Fund, W. R. Berkley"
Series A - Signaturit,https://www.crunchbase.com/funding_round/signaturit-solutions-series-a--3d317aec,Signaturit,https://www.crunchbase.com/organization/signaturit-solutions,Series A,7000000,EUR,7939073,2019-02-19,"360 Capital Partners, Banco Sabadell (InnoCells), Bbooster Ventures, Bonsai Partners, Faraday Venture Partners, Nero Ventures"
Series B - Light Theto,https://www.crunchbase.com/funding_round/light-theto-beijing-science-and-technology-development-co-series-b--ff8ae11b,Light Theto,https://www.crunchbase.com/organization/light-theto-beijing-science-and-technology-development-co,Series B,100000000,CNY,14572798,2019-01-02,"Baidu Ventures, Cathay Capital, Lenovo Capital and Incubator Group (LCIG), Shunwei Capital, THG Ventures, TusStar"
Initial Coin Offering - Flexa,https://www.crunchbase.com/funding_round/flexa-initial-coin-offering--4e14e5a6,Flexa,https://www.crunchbase.com/organization/flexa,Initial Coin Offering,14100000,USD,14100000,2019-04-11,"1kx, Access Ventures, Nima Capital, Pantera Capital"
Series A - Castle,https://www.crunchbase.com/funding_round/castle-2-series-a--a0cf8010,Castle,https://www.crunchbase.com/organization/castle-2,Series A,9200000,USD,9200000,2019-02-08,"F-Prime Capital, First Round Capital, Index Ventures, Olivier Pomel, Rene Bonvanie, Y Combinator, Zack Urlocker"
Series A - MistNet.ai,https://www.crunchbase.com/funding_round/mistnet-io-series-a--7c24feae,MistNet.ai,https://www.crunchbase.com/organization/mistnet-io,Series A,7000000,USD,7000000,2019-05-21,"Foundation Capital, security company, WestWave Capital"
Seed Round - MultiVu Technologies,https://www.crunchbase.com/funding_round/multivu-technologies-seed--caf65b35,MultiVu Technologies,https://www.crunchbase.com/organization/multivu-technologies,Seed,7000000,USD,7000000,2019-05-16,"CARDUMEN CAPITAL, Junson Capital, OurCrowd"
Series B - Respond Software,https://www.crunchbase.com/funding_round/respond-software-series-b--a6adcfc1,Respond Software,https://www.crunchbase.com/organization/respond-software,Series B,20000000,USD,20000000,2019-05-14,"ClearSky, CRV, Foundation Capital"
Corporate Round - ThreatConnect,https://www.crunchbase.com/funding_round/threatconnect-inc--corporate-round--45ef41a2,ThreatConnect,https://www.crunchbase.com/organization/threatconnect-inc-,Corporate Round,,,,2019-06-04,Providence Strategic Growth
Seed Round - Nym Technologies,https://www.crunchbase.com/funding_round/nym-technologies-seed--cb076b25,Nym Technologies,https://www.crunchbase.com/organization/nym-technologies,Seed,2500000,USD,2500000,2019-05-13,"Binance Labs, Eden Block Venture Capital, Lemniscap, NEO Global Capital (NGC)"
Series B - LeapYear Technologies,https://www.crunchbase.com/funding_round/leapyear-technologies-series-b--bc1d6ecd,LeapYear Technologies,https://www.crunchbase.com/organization/leapyear-technologies,Series B,25600000,USD,25600000,2019-05-21,"Bain Capital Ventures, John Thompson, Lightspeed Venture Partners, Nyca Partners"
Seed Round - WhiteFox Defense Technologies,https://www.crunchbase.com/funding_round/whitefox-defense-technologies-inc-seed--71ba39a9,WhiteFox Defense Technologies,https://www.crunchbase.com/organization/whitefox-defense-technologies-inc,Seed,12000000,USD,12000000,2018-12-06,"Frontier Venture Capital, GreenGage Capital, JAM Capital Partners, Moore Venture Partners, OCA Ventures, Okapi Venture Capital, Serra Ventures, Stage Venture Partners, Taylor Frigon"
Series B - Evident,https://www.crunchbase.com/funding_round/evident-id-series-b--cafa24fa,Evident,https://www.crunchbase.com/organization/evident-id,Series B,20000000,USD,20000000,2019-05-09,"Aspect Ventures, Blue Cloud Ventures, New Enterprise Associates, Tom Noonan"
Series G - Sumo Logic,https://www.crunchbase.com/funding_round/sumo-logic-series-g--7ea46a0d,Sumo Logic,https://www.crunchbase.com/organization/sumo-logic,Series G,110000000,USD,110000000,2019-05-08,"Battery Ventures, Franklin Templeton Investments, Tiger Global Management"
Venture Round - Tempered Networks,https://www.crunchbase.com/funding_round/tempered-networks-series-unknown--2873b698,Tempered Networks,https://www.crunchbase.com/organization/tempered-networks,Venture - Series Unknown,17000000,USD,17000000,2019-05-08,"Fluid Capital Group, Ignition Partners, Rally Capital Services, Ridge Ventures (Formerly known as IDG Ventures USA)"
Venture Round - Curity,https://www.crunchbase.com/funding_round/curity-series-unknown--b844bf2e,Curity,https://www.crunchbase.com/organization/curity,Venture - Series Unknown,,,,2019-06-04,Fairpoint Capital
Venture Round - Alcatraz AI,https://www.crunchbase.com/funding_round/alcatraz-series-unknown--51550264,Alcatraz AI,https://www.crunchbase.com/organization/alcatraz,Venture - Series Unknown,,,,2019-03-22,"Hardware Club, Hemi Ventures, JCI Ventures, Ray Stata, Ruvento"
Series B - DivvyCloud,https://www.crunchbase.com/funding_round/divvycloud-series-b--071b76c7,DivvyCloud,https://www.crunchbase.com/organization/divvycloud,Series B,20000000,USD,20000000,2019-04-26,"MissionOG, Providence Strategic Growth, RTP Ventures"
Series B - Verkada,https://www.crunchbase.com/funding_round/verkada-series-b--d867b836,Verkada,https://www.crunchbase.com/organization/verkada,Series B,40000000,USD,40000000,2019-04-25,"First Round Capital, Meritech Capital Partners, Next47, Sequoia Capital"
Seed Round - ZenGo,https://www.crunchbase.com/funding_round/zengo-seed--ed7859eb,ZenGo,https://www.crunchbase.com/organization/zengo,Seed,4000000,USD,4000000,2018-07-18,"Benson Oak Ventures, Elron Electronic Industries, FJ Labs, Samsung Electronics"
Series A - Alsid,https://www.crunchbase.com/funding_round/alsid-series-a--7d42c8b5,Alsid,https://www.crunchbase.com/organization/alsid,Series A,13000000,EUR,14685697,2019-04-17,"360 Capital Partners, Axeleo, Idinvest Partners"
Series E - Rubrik,https://www.crunchbase.com/funding_round/rubrik-series-e--8b49c5c4,Rubrik,https://www.crunchbase.com/organization/rubrik,Series E,261000000,USD,261000000,2019-01-15,"Bain Capital Ventures, Greylock Partners, IVP (Institutional Venture Partners), Khosla Ventures, Lightspeed Venture Partners"
Series B - Aporeto,https://www.crunchbase.com/funding_round/aporeto-series-b--d781213b,Aporeto,https://www.crunchbase.com/organization/aporeto,Series B,20000000,USD,20000000,2019-01-30,"Comcast Ventures, National Grid Partners (NGP), Norwest Venture Partners, Telia Ventures, Wing Venture Capital"
Series B - ShiftLeft,https://www.crunchbase.com/funding_round/shiftleft-series-b--ce2d2513,ShiftLeft,https://www.crunchbase.com/organization/shiftleft,Series B,20000000,USD,20000000,2019-02-12,"Bain Capital Ventures, Mayfield Fund, SineWave Ventures, Thomvest Ventures"
Series C - Signal Sciences,https://www.crunchbase.com/funding_round/signal-sciences-series-c--b32e091d,Signal Sciences,https://www.crunchbase.com/organization/signal-sciences,Series C,35000000,USD,35000000,2019-02-05,"CRV, Harrison Metal, Index Ventures, Lead Edge Capital, Oreilly AlphaTech Ventures"
Series C - CyberGRX,https://www.crunchbase.com/funding_round/cybergrx-series-c--1c3fe47a,CyberGRX,https://www.crunchbase.com/organization/cybergrx,Series C,30000000,USD,30000000,2018-11-28,"Aetna Ventures, AllegisCyber, Bessemer Venture Partners, Blackstone Group, ClearSky, GV, MassMutual Ventures, Scale Venture Partners, TenEleven Ventures"
Seed Round - MedStack,https://www.crunchbase.com/funding_round/medstack-inc-seed--a8ea65a1,MedStack,https://www.crunchbase.com/organization/medstack-inc,Seed,2400000,USD,2400000,2019-02-25,"BCF Ventures, Ontario Centres of Excellence, Panache Ventures, ScaleUP Ventures, TELUS Ventures"
Series D - JumpCloud,https://www.crunchbase.com/funding_round/jumpcloud-series-d--eaf82914,JumpCloud,https://www.crunchbase.com/organization/jumpcloud,Series D,50000000,USD,50000000,2019-05-23,"Foundry Group, General Atlantic, OpenView Venture Partners"
Series E - ClearDATA,https://www.crunchbase.com/funding_round/cleardata-series-e--e1d9f576,ClearDATA,https://www.crunchbase.com/organization/cleardata,Series E,26000000,USD,26000000,2018-11-19,"Excel Venture Management, Flare Capital Partners, Health Care Service Corporation, Heritage Group, HLM Venture Partners, Humana, Merck Global Health Innovation Fund, Norwest Venture Partners"
Seed Round - Sayata Labs,https://www.crunchbase.com/funding_round/sayata-labs-seed--c71dafc6,Sayata Labs,https://www.crunchbase.com/organization/sayata-labs,Seed,6500000,USD,6500000,2019-03-25,"Elron Electronic Industries, RDC - Rafael Development Corporation"
Seed Round - Clean Creative,https://www.crunchbase.com/funding_round/clean-creative-seed--382b660c,Clean Creative,https://www.crunchbase.com/organization/clean-creative,Seed,2500000,USD,2500000,2019-05-09,Real Ventures
Venture Round - Kasada,https://www.crunchbase.com/funding_round/kasada-series-unknown--f8db0523,Kasada,https://www.crunchbase.com/organization/kasada,Venture - Series Unknown,6500000,USD,6500000,2019-05-06,"CSIRO, Main Sequence Ventures, Reinventure Group"
