Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Investor Names
Debt Financing - Cambridge Blockchain,https://www.crunchbase.com/funding_round/cambridge-blockchain-debt-financing--98890d77,Cambridge Blockchain,https://www.crunchbase.com/organization/cambridge-blockchain,Debt Financing,1000000,USD,1000000,2018-02-20,
Series C - OneLogin,https://www.crunchbase.com/funding_round/onelogin-series-c--49d641a8,OneLogin,https://www.crunchbase.com/organization/onelogin,Series C,22500000,USD,22500000,2018-06-05,
Series A - Semperis,https://www.crunchbase.com/funding_round/semperis-series-a--cc6d1367,Semperis,https://www.crunchbase.com/organization/semperis,Series A,,,,2017-08-14,"Maverick Ventures Israel, Mindset Ventures"
Series A - globaliD,https://www.crunchbase.com/funding_round/global-id-series-a--d910ed6d,globaliD,https://www.crunchbase.com/organization/global-id,Series A,6000000,USD,6000000,2018-07-09,"500 Startups, AltaIR Capital, Arbor Ventures, Hard Yaka, Monex Ventures"
Series C - iWelcome,https://www.crunchbase.com/funding_round/iwelcome-series-c--38daefb3,iWelcome,https://www.crunchbase.com/organization/iwelcome,Series C,,,,2017-11-27,"Capnamic Ventures, Connected Capital"
Private Equity Round - Pipl,https://www.crunchbase.com/funding_round/pipl-private-equity--a5267f87,Pipl,https://www.crunchbase.com/organization/pipl,Private Equity,19000000,USD,19000000,2018-01-15,Israel Growth Partners
Seed Round - bron.tech,https://www.crunchbase.com/funding_round/brontech-seed--3e47bf02,bron.tech,https://www.crunchbase.com/organization/brontech,Seed,66660,AUD,53724,2018-01-31,Artesian VC
Debt Financing - CM.com,https://www.crunchbase.com/funding_round/cm-telecom-debt-financing--b5105a1d,CM.com,https://www.crunchbase.com/organization/cm-telecom,Debt Financing,10000000,EUR,11756199,2017-12-15,European Investment Bank (EIB)
Series D - Auth0,https://www.crunchbase.com/funding_round/auth0-series-d--9623a8b1,Auth0,https://www.crunchbase.com/organization/auth0,Series D,55000000,USD,55000000,2018-05-15,"Bessemer Venture Partners, K9 Ventures, Meritech Capital Partners, Sapphire Ventures, Trinity Ventures, World Innovation Lab (WiL)"
Series A - UnifyID,https://www.crunchbase.com/funding_round/unifyid-series-a--9b3b0871,UnifyID,https://www.crunchbase.com/organization/unifyid,Series A,20000000,USD,20000000,2017-08-01,"Accomplice, Andreessen Horowitz, New Enterprise Associates, StartX (Stanford-StartX Fund)"
Series A - Evident,https://www.crunchbase.com/funding_round/evident-id-series-a--cbfd955e,Evident,https://www.crunchbase.com/organization/evident-id,Series A,8800000,USD,8800000,2017-09-19,"Lane Bess, Mike Potts, New Enterprise Associates"
Series A - HYPR,https://www.crunchbase.com/funding_round/hyprcorp-series-a--fb9e5524,HYPR,https://www.crunchbase.com/organization/hyprcorp,Series A,10000000,USD,10000000,2017-10-03,"Boldstart Ventures, MasterCard, MESH, RRE Ventures, RTP Ventures, Samsung NEXT"
Seed Round - IAME,https://www.crunchbase.com/funding_round/iame-seed--57d9cb95,IAME,https://www.crunchbase.com/organization/iame,Seed,70000,USD,70000,2018-01-03,Ka'resh Eswar
Series A - Airside Mobile,https://www.crunchbase.com/funding_round/airside-mobile-series-a--dbf4169d,Airside Mobile,https://www.crunchbase.com/organization/airside-mobile,Series A,6000000,USD,6000000,2017-10-03,"8VC, Bain Capital Ventures, Blazar Ventures LLC, Grotech Ventures, SaaS Ventures"
Seed Round - TypingDNA,https://www.crunchbase.com/funding_round/typingdna-seed--ac247ccd,TypingDNA,https://www.crunchbase.com/organization/typingdna,Seed,100000,USD,100000,2018-01-26,"Right Side Capital Management, Techstars, Techstars New York City Accelerator"
Seed Round - NoPassword,https://www.crunchbase.com/funding_round/wiacts-seed--88d91e56,NoPassword,https://www.crunchbase.com/organization/wiacts,Seed,,,,2018-05-24,Plug and Play
Series F - Payfone,https://www.crunchbase.com/funding_round/payfone-series-f--21639704,Payfone,https://www.crunchbase.com/organization/payfone,Series F,23000000,USD,23000000,2018-02-13,"Andrew Prozes, Anil D. Aggarwal, Institutional Investor, Jonathan Weiner, MassMutual Ventures, Synchrony Financial"
Post-IPO Equity - WISeKey,https://www.crunchbase.com/funding_round/wisekey-post-ipo-equity--5195c2ee,WISeKey,https://www.crunchbase.com/organization/wisekey,Post-IPO Equity,50000000,CHF,53220647,2018-02-09,
Seed Round - Civic,https://www.crunchbase.com/funding_round/civic-seed--8772e509,Civic,https://www.crunchbase.com/organization/civic,Seed,,,,2017-09-21,Plug and Play
Venture Round - Integrated biometrics,https://www.crunchbase.com/funding_round/integrated-biometrics-series-unknown--0ff8848e,Integrated biometrics,https://www.crunchbase.com/organization/integrated-biometrics,Venture - Series Unknown,2000000,USD,2000000,2017-11-27,
Seed Round - VivoKey Technologies,https://www.crunchbase.com/funding_round/vivokey-technologies-seed--7a2739e6,VivoKey Technologies,https://www.crunchbase.com/organization/vivokey-technologies,Seed,,,,2017-12-22,"RebelBio, SOSV"
Seed Round - bron.tech,https://www.crunchbase.com/funding_round/brontech-seed--5d8c0f30,bron.tech,https://www.crunchbase.com/organization/brontech,Seed,1000000,AUD,809962,2018-01-30,Ookami Ltd
Series A - ShoCard,https://www.crunchbase.com/funding_round/shocard-inc-series-a--775b6258,ShoCard,https://www.crunchbase.com/organization/shocard-inc,Series A,4000000,USD,4000000,2017-08-22,"AME Cloud Ventures, Correlation Ventures, DHVC, Morado Ventures, Recruit Strategic Partners, Storm Ventures"
Initial Coin Offering - Enjin,https://www.crunchbase.com/funding_round/enjin-initial-coin-offering--57a39712,Enjin,https://www.crunchbase.com/organization/enjin,Initial Coin Offering,23000000,USD,23000000,2017-08-28,
Non Equity Assistance - Loqr,https://www.crunchbase.com/funding_round/loqr-non-equity-assistance--565392b6,Loqr,https://www.crunchbase.com/organization/loqr,Non-equity Assistance,,,,2017-08-29,Momentum London
Seed Round - IAME,https://www.crunchbase.com/funding_round/iame-seed--fcba6fc7,IAME,https://www.crunchbase.com/organization/iame,Seed,10000,USD,10000,2017-12-03,
Series A - RIDDLE&CODE - The Blockchain Interface Company,https://www.crunchbase.com/funding_round/riddle-code-series-a--51fb6db0,RIDDLE&CODE - The Blockchain Interface Company,https://www.crunchbase.com/organization/riddle-code,Series A,,,,2017-11-02,
Initial Coin Offering - Authoreon.io,https://www.crunchbase.com/funding_round/authoreon-initial-coin-offering--c0f26e56,Authoreon.io,https://www.crunchbase.com/organization/authoreon,Initial Coin Offering,1250000,USD,1250000,2017-08-05,
Pre Seed Round - Ultra Auth,https://www.crunchbase.com/funding_round/deauthorized-pre-seed--b066ed08,Ultra Auth,https://www.crunchbase.com/organization/deauthorized,Pre-Seed,40000,USD,40000,2017-10-04,
Seed Round - SafeSurv,https://www.crunchbase.com/funding_round/safesurv-seed--8438d197,SafeSurv,https://www.crunchbase.com/organization/safesurv,Seed,100000,USD,100000,2018-05-20,Martha Kosa
Seed Round - Parachute8 Inc.,https://www.crunchbase.com/funding_round/parachute8-inc-seed--e59ba8dd,Parachute8 Inc.,https://www.crunchbase.com/organization/parachute8-inc,Seed,50000,USD,50000,2018-03-31,unknown  
Series A - PlainID,https://www.crunchbase.com/funding_round/plainid-series-a--574c3945,PlainID,https://www.crunchbase.com/organization/plainid,Series A,11000000,USD,11000000,2018-07-02,"Capri Ventures, iAngels, Springtide Ventures, Viola Ventures"
Grant - Loqr,https://www.crunchbase.com/funding_round/loqr-grant--399a6967,Loqr,https://www.crunchbase.com/organization/loqr,Grant,71429,EUR,81868,2019-01-01,EASME - EU Executive Agency for SMEs
Funding Round - Drawbridge,https://www.crunchbase.com/funding_round/drawbridge-undisclosed--af1ca584,Drawbridge,https://www.crunchbase.com/organization/drawbridge,Funding Round,5240000,USD,5240000,2017-07-20,Mitsui & Co
Series A - REACH,https://www.crunchbase.com/funding_round/livemed-series-a--a776a4b4,REACH,https://www.crunchbase.com/organization/livemed,Series A,3500000,USD,3500000,2018-04-23,NFX
Series A - Cambridge Blockchain,https://www.crunchbase.com/funding_round/cambridge-blockchain-series-a--fa0a8410,Cambridge Blockchain,https://www.crunchbase.com/organization/cambridge-blockchain,Series A,7000000,USD,7000000,2018-05-16,"Digital Currency Group, HCM Capital, Partech"
Venture Round - SEON - Fraud Prevention,https://www.crunchbase.com/funding_round/seon-security-series-unknown--e321f489,SEON - Fraud Prevention,https://www.crunchbase.com/organization/seon-security,Venture - Series Unknown,500000,EUR,625145,2018-02-15,"Fiedler Capital, PortfoLion"
Series A - Parrable,https://www.crunchbase.com/funding_round/parrable-series-a--b779e55b,Parrable,https://www.crunchbase.com/organization/parrable,Series A,,,,2017-11-01,Portfolia
Seed Round - Learning Machine Technologies,https://www.crunchbase.com/funding_round/learning-machine-seed--d4756f48,Learning Machine Technologies,https://www.crunchbase.com/organization/learning-machine,Seed,3000000,USD,3000000,2018-05-07,"Learn Capital, Omidyar Network, PTB Ventures"
Seed Round - Trust Stamp,https://www.crunchbase.com/funding_round/trust-stamp-seed--9b9c488f,Trust Stamp,https://www.crunchbase.com/organization/trust-stamp,Seed,2675000,USD,2675000,2017-07-24,
Grant - NewBanking ApS,https://www.crunchbase.com/funding_round/newbanking-grant--48e2a214,NewBanking ApS,https://www.crunchbase.com/organization/newbanking,Grant,400000,USD,400000,2017-12-22,Innovation Fund Denmark
Non Equity Assistance - KeySupreme,https://www.crunchbase.com/funding_round/keysupreme-non-equity-assistance--3f4bb690,KeySupreme,https://www.crunchbase.com/organization/keysupreme,Non-equity Assistance,,,,2018-03-30,
Seed Round - LUXLOCK,https://www.crunchbase.com/funding_round/luxlock-seed--f5ed609a,LUXLOCK,https://www.crunchbase.com/organization/luxlock,Seed,98500,USD,98500,2017-11-01,"Carl Pate, David Kemper"
Grant - Signicat,https://www.crunchbase.com/funding_round/signicat-grant--712481bf,Signicat,https://www.crunchbase.com/organization/signicat,Grant,1600000,EUR,1982622,2018-01-25,Horizon 2020
Seed Round - SoT - Security of Things,https://www.crunchbase.com/funding_round/sot-security-of-things-seed--faef535f,SoT - Security of Things,https://www.crunchbase.com/organization/sot-security-of-things,Seed,,,,2018-01-01,
Private Equity Round - SecureAuth,https://www.crunchbase.com/funding_round/secureauth-private-equity--7d93d043,SecureAuth,https://www.crunchbase.com/organization/secureauth,Private Equity,200000000,USD,200000000,2017-09-20,"K1 Investment Management, Toba Capital"
Funding Round - WhoFinder.com,https://www.crunchbase.com/funding_round/whofinder-com-undisclosed--8672436e,WhoFinder.com,https://www.crunchbase.com/organization/whofinder-com,Funding Round,,,,2017-12-20,
Angel Round - AadhaarAPI,https://www.crunchbase.com/funding_round/aadhaarapi-angel--82237b2f,AadhaarAPI,https://www.crunchbase.com/organization/aadhaarapi,Angel,,,,2017-11-02,"Anoop Mathur, Kalpana Maniar, Sanjay Mehta"
Venture Round - Tanker,https://www.crunchbase.com/funding_round/tanker-series-unknown--115a6ea7,Tanker,https://www.crunchbase.com/organization/tanker,Venture - Series Unknown,6000000,EUR,7167003,2017-09-15,"AXA Venture Partners, Idinvest Partners, InnovAllianz, Kima Ventures"
Secondary Market - Centrify,https://www.crunchbase.com/funding_round/centrify-secondary-market--59141483,Centrify,https://www.crunchbase.com/organization/centrify,Secondary Market,,,,2017-09-18,SharesPost Investment Management
Seed Round - NewBanking ApS,https://www.crunchbase.com/funding_round/newbanking-seed--5ae4d648,NewBanking ApS,https://www.crunchbase.com/organization/newbanking,Seed,20000,USD,20000,2018-03-26,Queen City Fintech
Series D - ForgeRock,https://www.crunchbase.com/funding_round/forgerock-series-d--6d6ee229,ForgeRock,https://www.crunchbase.com/organization/forgerock,Series D,88000000,USD,88000000,2017-09-05,"Accel, Foundation Capital, Kohlberg Kravis Roberts, Meritech Capital Partners"
Series C - Drawbridge,https://www.crunchbase.com/funding_round/drawbridge-series-c--5fa7321c,Drawbridge,https://www.crunchbase.com/organization/drawbridge,Series C,,,,2017-07-20,Ericsson Ventures
Seed Round - Authenteq,https://www.crunchbase.com/funding_round/authenteq-seed--01cf2a47,Authenteq,https://www.crunchbase.com/organization/authenteq,Seed,1300000,USD,1300000,2017-11-28,"Cavalry Ventures, Draper Associates, Initial Capital"
Series C - Olive,https://www.crunchbase.com/funding_round/crosschx-series-c--6e2719e5,Olive,https://www.crunchbase.com/organization/crosschx,Series C,5000000,USD,5000000,2017-12-14,Khosla Ventures
Seed Round - Parachute8 Inc.,https://www.crunchbase.com/funding_round/parachute8-inc-seed--004e3672,Parachute8 Inc.,https://www.crunchbase.com/organization/parachute8-inc,Seed,65000,USD,65000,2018-01-10,
Series A - PrivyID,https://www.crunchbase.com/funding_round/privyid-series-a--9a321085,PrivyID,https://www.crunchbase.com/organization/privyid,Series A,3000000,USD,3000000,2018-03-29,"Gunung Sewu Group, Mahanusa Capital, Mandiri Capital Indonesia (MCI), MDI Ventures"
Post-IPO Debt - WISeKey,https://www.crunchbase.com/funding_round/wisekey-post-ipo-debt--93549034,WISeKey,https://www.crunchbase.com/organization/wisekey,Post-IPO Debt,1000000,CHF,1008290,2018-06-21,
Series A - Element,https://www.crunchbase.com/funding_round/element-inc-series-a--ffa5c36b,Element,https://www.crunchbase.com/organization/element-inc,Series A,12000000,USD,12000000,2018-04-11,"BoxGroup, Central Capital Ventura, GDP Venture, Maloekoe Ventures, MDI Ventures, PTB Ventures, Recruit Strategic Partners, Scott Belsky"
Post-IPO Equity - iSignthis,https://www.crunchbase.com/funding_round/isignthis-post-ipo-equity--faf0afdf,iSignthis,https://www.crunchbase.com/organization/isignthis,Post-IPO Equity,6500000,AUD,5014286,2017-11-02,
