ID,organization,state,industry,exposure,records
ITRC20171030-01,ChioriniHunt & Jacobs,CA,Business,Yes - Unknown #,Unknown
ITRC20171030-02,Union Labor Life Insurance Company,CA,Business,Yes - Unknown ,Unknown
ITRC20171030-03,Mark Schaefer AssociatesLLP,CA,Business,Yes - Unknown #,Unknown
ITRC20171030-04,BMT Designers & Planners,VA,Business,Yes - Published ,Unknown
ITRC20171030-05,Advisory Research Investment Management,IL,Business,Yes - Published ,Unknown
ITRC20171031-01,Home Box Office (HBO),NY,Business,Yes - Unknown ,Unknown
ITRC20171101-01,Human Good,CA,Business,Yes - Unknown ,Unknown
ITRC20171101-02,Interstate Plastics,CA,Business,Yes - Unknown ,Unknown
ITRC20171101-04,Memory4Less,CA,Business,Yes - Unknown ,Unknown
ITRC20171101-05,Catholic Charities of the Diocese of Albany - Glen Falls,NY,Business,Yes - Published ,4624
ITRC20171101-07,Creighton University Trio program,NE,Education,Yes - Unknown #,Unknown
ITRC20171101-08,Menchinger & TyackCPAsLLC,FL,Business,Yes - Unknown #,Unknown
ITRC20171103-01,Kimberly-Clark,WI,Business,Yes - Unknown ,Unknown
ITRC20171106-01,Tween Brands (formerly TooInc.),OH,Business,Yes - Unknown #,Unknown
ITRC20171106-06,LPL Financial (9/17),CA,Banking/Credit/Financial,Yes - Unknown ,Unknown
ITRC20171106-07,Southern National Bancorp of VirginiaInc. dba Sonab,VA,Banking/Credit/Financial,Yes - Unknown #,Unknown
ITRC20171113-01,Chapman University's Harry and Diane Rinker Health S,CA,Education,Yes - Unknown #,Unknown
ITRC20171113-02,Corovan/Corodata/Klinger/Employer Leasing,CA,Business,Yes - Unknown ,Unknown
ITRC20171113-03,Gary W. Janke,CA,Business,Yes - Unknown ,Unknown
ITRC20171113-05,Rain Bird Corporation,CA,Business,Yes - Unknown ,Unknown
ITRC20171114-02,Gallagher NAC (multiple data owners),IL,Business,Yes - Unknown ,Unknown
ITRC20171114-04,InTouch Credit Union,TX,Banking/Credit/Financial,Yes - Unknown ,Unknown
ITRC20171114-05,WilbrahamLawler and BubaP.C.,PA,Business,Yes - Unknown #,Unknown
ITRC20171114-07,East Central Kansas Area Agency on Aging,KS,Business,Yes - Published ,8750
ITRC20171114-08,ABM Industries Incorporated,NY,Business,Yes - Unknown ,Unknown
ITRC20171114-09,Bakersfield City School District,CA,Education,Yes - Published #,1250
ITRC20171114-12,Fasten,ME,Business,Yes - Unknown ,Unknown
ITRC20171115-01,Forever 21,CA,Business,Yes - Unknown ,Unknown
ITRC20171115-02,North American Title Company,FL,Banking/Credit/Financial,Yes - Unknown ,Unknown
ITRC20171120-01,CMI MarketingInc. dba Café Media / CaféMom,NY,Business,Yes - Unknown #,Unknown
ITRC20171120-02,Far Niente Winery,CA,Business,Yes - Unknown ,Unknown
ITRC20171120-03,ClubSport San Ramon / Oakwood Athletic Club,CA,Business,Yes - Unknown ,Unknown
ITRC20171120-04,Academy of Art University,CA,Education,Yes - Unknown #,Unknown
ITRC20171120-05,Brinderson Aegion Company,CA,Business,Yes - Unknown #,Unknown
ITRC20171120-06,GCI / The Siegfried Group,AK,Business,Yes - Unknown ,Unknown
ITRC20171120-07,Saris Cycling Group,WI,Business,Yes - Unknown ,Unknown
ITRC20171121-01,USA Hoist CompanyInc. / Mid-American Elevator Com,IL,Business,Yes - Unknown #,Unknown
ITRC20171121-05,Oppenheimer Funds,CO,Banking/Credit/Financial,Yes - Unknown ,Unknown
ITRC20171121-06,Missions Door,CO,Business,Yes - Unknown ,Unknown
ITRC20171127-01,Imgur,CA,Business,Yes - Unknown ,Unknown
ITRC20171127-02,Uber / Drivers,CA,Business,Yes - Published ,600000
ITRC20171127-03,ArmorGames,CA,Business,Yes - Unknown ,Unknown
ITRC20171127-05,Uber / Users,CA,Business,Yes - Unknown ,Unknown
ITRC20171129-02,YMCA of Central Florida,FL,Business,Yes - Unknown ,Unknown
ITRC20171129-03,Boise Cascade Company,ID,Business,Yes - Unknown ,Unknown
ITRC20171129-04,Randolph Savings Bank,MA,Banking/Credit/Financial,Yes - Unknown ,Unknown
ITRC20171129-05,Sallie Mae / SmartyPig LLC / Q2 Labs,DE,Banking/Credit/Financial,Yes - Unknown ,Unknown
ITRC20171129-06,Ambrell Precision Induction Heating Solutions,NY,Business,Yes - Unknown ,Unknown
ITRC20171204-01,Stanford University,CA,Education,Yes - Published #,10000
ITRC20171206-01,JAM Paper & Envelope,NJ,Business,Yes - Unknown ,Unknown
ITRC20171206-03,Gregory F. WiltCPA / Mario BottoniCPA / Advanced,NY,Business,Yes - Published #,1856
ITRC20171206-05,Private Advisors Alternative Asset Management,VA,Banking/Credit/Financial,Yes - Unknown ,Unknown
ITRC20171206-06,Jenu Biosciences,CA,Business,Yes - Unknown ,Unknown
ITRC20171206-07,Taylor University,IN,Education,Yes - Unknown #,Unknown
ITRC20171206-08,DavidsonDoyle & Hilton,VA,Business,Yes - Published #,1474
ITRC20171206-09,Tax-On-TimeLLC,NJ,Business,Yes - Unknown #,Unknown
ITRC20171206-10,SafeRack,SC,Business,Yes - Unknown ,Unknown
ITRC20171206-11,Skipper Law,MD,Business,Yes - Unknown ,Unknown
ITRC20171206-12,USAA Federal Savings Bank,TX,Banking/Credit/Financial,Yes - Unknown ,Unknown
ITRC20171206-13,Ferrellgas,KS,Business,Yes - Unknown ,Unknown
ITRC20171207-01,State Street Group,MA,Banking/Credit/Financial,Yes - Published ,Unknown
ITRC20171207-02,Sandpiper Property Management,VA,Business,Yes - Unknown ,Unknown
ITRC20171207-03,W.W. Williams,OH,Business,Yes - Unknown ,Unknown
ITRC20171208-02,Amazing Grass,CA,Business,Yes - Unknown ,Unknown
ITRC20171208-09,Image Group,OH,Business,Yes - Unknown ,Unknown
ITRC20171208-10,Lincoln Financial Group,PA,Banking/Credit/Financial,Yes - Unknown ,Unknown
ITRC20171208-11,This Works ProductsLtd.,US,Business,Yes - Unknown #,Unknown
ITRC20171211-03,National Capital Poison Center,DC,Business,Yes - Unknown ,Unknown
ITRC20171211-05,Clarion University,PA,Education,Yes - Published #,408
ITRC20171211-07,IdeaStream,OH,Business,Yes - Unknown ,Unknown
ITRC20171212-01,WEI Mortgage LLC,VA,Banking/Credit/Financial,Yes - Unknown ,Unknown
ITRC20171213-01,U-Haul Co. of California / Solo Tire,CA,Business,Yes - Unknown ,Unknown
ITRC20171213-04,StoyMalone & CompanyP.C.,MD,Business,Yes - Unknown #,Unknown
ITRC20171213-05,Botwinick & Co LLC,NJ,Business,Yes - Unknown #,Unknown
ITRC20171213-06,U.S. Residential GroupLLC,TX,Business,Yes - Unknown #,Unknown
ITRC20171213-07,Taconic Capital Advisors LP,NY,Banking/Credit/Financial,Yes - Unknown #,Unknown
ITRC20171214-01,Bank of the West,CA,Banking/Credit/Financial,Yes - Unknown ,Unknown
ITRC20171215-01,Farm Bureau Financial Services,IA,Banking/Credit/Financial,Yes - Unknown ,Unknown
ITRC20171215-02,Board of Pensions of the Presbyterian Church (USA),PA,Business,Yes - Unknown ,Unknown
ITRC20171218-09,Louisiana State University,LA,Education,Yes - Published #,5500
ITRC20171218-10,Bennington-Rutland Supervisory Union,VT,Education,Yes - Unknown #,Unknown
ITRC20171218-11,Connecticut Parent Advocacy Center,CT,Business,Yes - Unknown ,Unknown
ITRC20171218-12,HaydenNarey & Persich,CA,Business,Yes - Unknown #,Unknown
ITRC20171218-13,MFTStamps.com / Inspired by... / Gorilla GEMSInc.,FL,Business,Yes - Unknown #,Unknown
ITRC20171218-14,IH Mississippi Valley Credit Union,IL,Banking/Credit/Financial,Yes - Unknown ,Unknown
ITRC20171218-15,Shamrock Financial Corporation,RI,Banking/Credit/Financial,Yes - Unknown ,Unknown
ITRC20171219-02,Alteryx,CA,Business,Yes - Unknown ,Unknown
ITRC20171219-03,GlassRoom AdvisorsLLC,VA,Banking/Credit/Financial,Yes - Unknown #,Unknown
ITRC20171219-04,Katz AboschWindesheimGershman & Freedman PA,MD,Business,Yes - Unknown #,Unknown
ITRC20171219-05,Chizner & Company CPA's LLC,NY,Business,Yes - Published ,208
ITRC20171219-06,Hotel Preston / Aspen Tennessee,TN,Business,Yes - Published ,269
ITRC20171219-07,Michael FriedlandLTD,IL,Business,Yes - Published #,622
ITRC20171219-08,Ameriprise Financial ServicesInc.,MN,Banking/Credit/Financial,Yes - Unknown #,Unknown
ITRC20171219-09,StuartEdelsteinLinderman & Co. Inc.,NY,Business,Yes - Unknown #,Unknown
ITRC20171219-10,Rose Harrison & GilreathP.C.,NC,Business,Yes - Unknown #,Unknown
ITRC20171219-11,Sunbelt RentalsInc.,SC,Business,Yes - Unknown #,Unknown
ITRC20171219-12,Farmers and Merchants Trust Company of Chambersb,PA,Banking/Credit/Financial,Yes - Unknown ,Unknown
ITRC20171220-01,Pinterest,CA,Business,Yes - Unknown ,Unknown
ITRC20171220-02,College of the Siskiyous,CA,Education,Yes - Unknown #,Unknown
ITRC20171220-03,Metropolitan Life Insurance Company,NY,Business,Yes - Unknown ,Unknown
ITRC20171220-04,TIO Networks / Pay,CA,Business,Yes - Published ,1600000
ITRC20171221-03,Best Buy Co Inc.,MN,Business,Yes - Unknown #,Unknown
ITRC20171221-04,LOGAN Community ResourcesInc.,IN,Business,Yes - Unknown #,Unknown
ITRC20171221-05,Real Estate Business ServicesInc.,CA,Business,Yes - Unknown #,Unknown
ITRC20171221-07,Health HiveLLC,CO,Business,Yes - Unknown #,Unknown
ITRC20171221-08,Baker Tilly Vircho KrauseLLP,VA,Business,Yes - Unknown #,Unknown
ITRC20171222-02,Federal Savings Bank,IL,Banking/Credit/Financial,Yes - Unknown ,Unknown
ITRC20171222-03,Bowman Business & Tax Services,TX,Business,Yes - Unknown ,Unknown
ITRC20171222-04,Reverse Mortgage Funding LLC,NJ,Banking/Credit/Financial,Yes - Unknown #,Unknown
ITRC20171222-05,Life Time FitnessInc.,MN,Business,Yes - Unknown #,Unknown
ITRC20171222-06,Robert T. BencivengaCPA,NY,Business,Yes - Published #,538
ITRC20171222-07,Houston Community College Foundation,TX,Education,Yes - Unknown #,Unknown
ITRC20171226-02,SAY (Social Advocates for Youth),CA,Business,Yes - Published ,1272
ITRC20171226-05,Lincoln Financial Group,PA,Banking/Credit/Financial,Yes - Unknown ,Unknown
ITRC20171226-06,HillPhoenix,GA,Business,Yes - Unknown ,Unknown
ITRC20171226-07,John F Lewis PC,TX,Business,Yes - Unknown ,Unknown
ITRC20171226-08,Financial Edge,MD,Business,Yes - Published ,500
ITRC20171226-09,National Treasury Employees Union,DC,Business,Yes - Unknown ,Unknown
ITRC20171226-10,Millennium Corporation,VA,Business,Yes - Unknown ,Unknown
ITRC20171226-11,United Services Automobile Association (USAA),TX,Business,Yes - Unknown ,Unknown
ITRC20171226-12,VW Credit Inc. (VCI),OR,Business,Yes - Unknown ,Unknown
ITRC20171226-13,Equity ResourcesInc.,OH,Banking/Credit/Financial,Yes - Unknown #,Unknown
ITRC20171226-14,Union Bank & Trust (UBT),NE,Banking/Credit/Financial,Yes - Unknown ,Unknown
ITRC20171227-05,Onia / AcadacaLLC,NY,Business,Yes - Unknown #,Unknown
ITRC20171227-06,M&T Bank,NY,Banking/Credit/Financial,Yes - Unknown ,Unknown
ITRC20171227-07,SingerLewak,CA,Business,Yes - Published ,262
ITRC20171227-08,Overseas Shipholding GroupInc.,FL,Business,Yes - Unknown #,Unknown
ITRC20171227-09,Red Lobster,FL,Business,Yes - Unknown ,Unknown
ITRC20171227-10,Zillow GroupInc.,WA,Business,Yes - Published #,1912
ITRC20171227-11,Ullico Inc.,DC,Business,Yes - Unknown ,Unknown
ITRC20171227-12,Manning & Napier,NY,Business,Yes - Unknown ,Unknown
ITRC20171227-13,Delanco School District,NJ,Education,Yes - Unknown #,Unknown
ITRC20171227-14,Maddaloni Nydick & KeenanP.C.,NJ,Business,Yes - Unknown #,Unknown
ITRC20171227-15,Allstate Insurance Company,IL,Business,Yes - Published ,358
ITRC20171227-16,Muskingum County Library System,OH,Business,Yes - Unknown ,Unknown
ITRC20171227-17,Choice Hotels InternationalInc.,MD,Business,Yes - Unknown #,Unknown
ITRC20171228-02,Horton GroupInc.,IL,Business,Yes - Unknown #,Unknown
ITRC20171228-03,BMO Harris Bank N.A.,IL,Banking/Credit/Financial,Yes - Published ,15163
ITRC20171229-01,ABC Carpet and Home,NY,Business,Yes - Published ,4277
ITRC20171229-02,Advanced Engine Management,CA,Business,Yes - Unknown,Unknown
ITRC20171229-03,Archer Daniels Midland,NY,Banking/Credit/Financial,Yes - Published ,4277
ITRC20171229-04,"BLIIAInc. dba Oak Forest Montessori School",TN,Education,Yes - Published #,415
ITRC20171229-05,Borden Duffel PC,TX,Business,Yes - Unknown ,Unknown
ITRC20171229-06,Brace Industrial Group / Platinum Scaffolding Services,TX,Business,Yes - Published ,1005
ITRC20171229-07,Canon Recruiting Group,CA,Business,Yes - Published ,Unknown
ITRC20171229-08,Capital One (9/19/2017),VA,Banking/Credit/Financial,Yes - Published ,2921
ITRC20171229-09,Christi Benefits Group LLC,PA,Banking/Credit/Financial,Yes - Published ,1200
ITRC20171229-10,Costco,WA,Banking/Credit/Financial,Yes - Published ,1945
ITRC20171229-11,Cislo Title Company,MI,Business,Yes - Published ,1945
ITRC20171229-12,All States AG Parts Inc.,WI,Banking/Credit/Financial,Yes - Published ,928
ITRC20171229-13,American Blue Ribbon Holdings,KY,Banking/Credit/Financial,Yes - Published ,5770
ITRC20171229-14,American Auto Parks,OK,Business,Yes - Published ,501
ITRC20171229-15,American Quilters Society,KY,Business,Yes - Published ,507
ITRC20171229-16,Catholic Answers,CA,Business,Yes - Published ,596
ITRC20171229-17,COMBEX D2C,WI,Business,Yes - Published ,2045
ITRC20171229-18,Direct SportsInc.,VA,Business,Yes - Published #,1020
ITRC20171229-19,Doubleline,TX,Business,Yes - Published ,1637
ITRC20171229-20,Fairfield MintLLC,CT,Business,Yes - Published #,916
ITRC20171229-21,Freshproduce.com,CO,Business,Yes - Published ,1348
ITRC20171229-22,Halocigs,FL,Business,Yes - Published ,1701
ITRC20171229-23,Holiday Valley Rest,NY,Business,Yes - Published ,824
ITRC20171229-24,MSG Concessions,NY,Business,Yes - Published ,1500
ITRC20171229-25,Read-a-Thon Fundraising,TX,Business,Yes - Published ,1595
ITRC20171229-26,Shannon Restaurant,FL,Business,Yes - Published ,1123
ITRC20171229-27,Sole Society,CA,Business,Yes - Published ,2829
ITRC20171229-28,Success Partners,TX,Business,Yes - Published ,1274
ITRC20171229-29,Sunstar Americas.com,IL,Business,Yes - Published ,489
ITRC20171229-31,Tieks by Gavrieli,CA,Business,Yes - Published ,5442
ITRC20171229-32,Law Office of Wesley T. Umeda,CA,Business,Yes - Published ,215
ITRC20171229-33,Growmark FSLLC,DE,Business,Yes - Published #,144
ITRC20171229-34,Horchow Collection,TX,Business,Yes - Published ,1123
ITRC20171229-35,Firstservice Residential New YorkInc.,NY,Business,Yes - Published #,142
ITRC20171229-36,Gomerdinger & Associates,CO,Business,Yes - Published ,289
ITRC20171229-37,"Dr. Richard M. HooleyDistrict Superintendent",NY,Education,Yes - Published #,150
ITRC20171229-39,Capital One (9/21),VA,Banking/Credit/Financial,Yes - Published ,1267
ITRC20171229-40,Capital One (8/25),VA,Banking/Credit/Financial,Yes - Published #,208
ITRC20171229-41,NextGen Global Resources,IL,Business,Yes - Unknown ,Unknown
ITRC20171229-42,First National Bank of Pennsylvania (4/7),PA,Banking/Credit/Financial,Yes - Published #,9358
ITRC20171229-43,Capital One (5/9),VA,Banking/Credit/Financial,Yes - Published #,348
ITRC20171229-44,Republic Bank & Trust Company,KY,Banking/Credit/Financial,Yes - Published #,32649
ITRC20171229-45,Freeport Public Schools,NY,Education,Yes - Published #,120
ITRC20171229-46,Caesars Entertainment,NV,Business,Yes - Published ,162
ITRC20171229-47,Horseshoe HammondLLC dba Horseshoe Casino,IN,Business,Yes - Published #,272
ITRC20171229-48,Mercer LLC,NY,Business,Yes - Published ,Unknown
ITRC20171230-01,Immersion Consulting,MD,Business,Yes - Published ,142
ITRC20171230-02,Lanier Parking,GA,Business,Yes - Published ,1811
ITRC20171230-03,Jewelry.com,FL,Business,Yes - Published ,6962
ITRC20171230-04,Jade Bloom,UT,Business,Yes - Published ,251
ITRC20171230-05,Jackson Hewitt,NJ,Business,Yes - Published ,77178
ITRC20171230-06,Jas. Townsend & SonInc.,IN,Business,Yes - Published #,1813
ITRC20171230-07,JPW Industries,TN,Business,Yes - Published ,175
ITRC20171230-08,Nathan Associates Inc.,VA,Business,Yes - Published ,168
ITRC20171230-09,Life Supports Depot,CA,Business,Yes - Published ,127
ITRC20171230-10,Lions-Pride.com,NJ,Business,Yes - Published ,331
ITRC20171230-11,Love Book LLC,MI,Business,Yes - Published ,610
ITRC20171230-12,National Furniture Supply,GA,Business,Yes - Published ,229
ITRC20171230-13,Natural News Store,WY,Business,Yes - Published ,441
ITRC20171230-14,Ocean Key House Resort,FL,Business,Yes - Published ,321
ITRC20171230-15,Opentip.com,MA,Business,Yes - Published ,1583
ITRC20171230-16,Peg Leg Petes,FL,Business,Yes - Published ,537
ITRC20171230-17,Photobarn Photo Lab,TN,Business,Yes - Published ,1496
ITRC20171230-18,Pictureframes.com,NC,Business,Yes - Published ,567
ITRC20171230-19,PiketoPeak.com,MI,Business,Yes - Published ,172
ITRC20171230-20,OCR Integrator,KY,Business,Yes - Published ,248
ITRC20171230-21,Schlitz & Giggles Perkins,LA,Business,Yes - Published ,137
ITRC20171230-22,Restaurants UnlimitedInc.,CA,Business,Yes - Published #,316
ITRC20171230-23,Rough Country,TN,Business,Yes - Published ,559
ITRC20171230-24,Shoney's,TN,Business,Yes - Published ,125
ITRC20171230-25,Silencer Shop,TX,Business,Yes - Published ,628
ITRC20171230-26,socksaddicts.com,MI,Business,Yes - Published ,1007
ITRC20171230-27,Tennis Express,TX,Business,Yes - Published ,7117
ITRC20171230-28,Thomas E. StraussInc.,PA,Business,Yes - Published #,406
ITRC20171230-29,Harmonix Music SystemsInc.,MA,Business,Yes - Published #,154
ITRC20171230-30,Hamillton Central School District,NY,Education,Yes - Published #,570
ITRC20171230-31,Hajek & Hajek CPA's PA,FL,Business,Yes - Published #,155
ITRC20171230-32,GolombSchwartz & Cove PA,FL,Business,Yes - Published #,1253
ITRC20171230-33,Empire InternationalEmpire Chauffeur ServicesLtd.,NJ,Business,Yes - Published #,897
ITRC20171230-34,Equian LLC (May),IN,Business,Yes - Published ,299
ITRC20171230-35,DirectPathLLC / Ensemble Health Partners,AL,Business,Yes - Published #,639
ITRC20171230-36,haixiaq zhang,CA,Business,Yes - Published ,765
ITRC20171230-37,Honest Weight Food Co-Op,NY,Business,Yes - Published ,275
ITRC20171230-38,Hewlett-Woodmere Public Schools,NY,Education,Yes - Published #,446
ITRC20171230-39,"Funding Circle USAInc.",CA,Banking/Credit/Financial,Yes - Published #,3508
ITRC20171230-40,Edgewood Management Corp.,MD,Business,Yes - Published ,1873
ITRC20171230-41,Experian Information Solutions,CA,Business,Yes - Published ,619
ITRC20171230-42,Wise Company Inc.,UT,Business,Yes - Published ,3355
ITRC20171230-43,Wilderness Hotel and Resort,WI,Business,Yes - Published ,2085
ITRC20171230-44,Guardian Technologies,OH,Business,Yes - Unknown ,Unknown
ITRC20171230-45,www.therafitshoe.com,FL,Business,Yes - Published ,150
ITRC20171230-46,Rubber Stamp End Button Champ,CA,Business,Yes - Published ,634
ITRC20171230-47,Vaporseller,FL,Business,Yes - Published ,101
ITRC20171230-48,Wet n Wild Beauty,CA,Business,Yes - Published ,896
ITRC20171230-49,InMotion HostingInc,VA,Business,Yes - Published #,368
ITRC20171230-50,Jetpay Corporation,PA,Business,Yes - Published ,367
ITRC20171230-51,Katherine Siemionko / Women's March on NYC,NY,Business,Yes - Published ,49000
ITRC20171230-52,Kayser-Roth Inc.,NC,Business,Yes - Published ,10767
ITRC20171230-53,Liberty Pumps,NY,Business,Yes - Published ,400
ITRC20171230-54,Long Island University,NY,Education,Yes - Published #,3877
ITRC20171230-55,Maison Gerard Ltd.,NY,Business,Yes - Published ,607
ITRC20171230-56,Marrakech,CT,Business,Yes - Published ,1656
ITRC20171230-57,Mi9 Retail,FL,Business,Yes - Published ,127
ITRC20171230-58,Masschusetts Higher Education Assistance Corporatio,MA,Business,Yes - Published ,323
ITRC20171230-59,Granite ServicesInc.,FL,Business,Yes - Published #,111
ITRC20171230-60,Country Mutual Insurance Company,FL,Business,Yes - Published ,3272
ITRC20171230-61,United Church Homes,OH,Business,Yes - Published ,2020
ITRC20171230-62,Union Square Hospitality Group,NY,Business,Yes - Published ,989
ITRC20171230-63,Bedlam Theater,NY,Business,Yes - Published ,109
ITRC20171230-65,Continental American Insurance Company,SC,Business,Yes - Published ,675
ITRC20171230-66,ReidSahmIsaacs & Schmelzlen LLP,CA,Business,Yes - Published #,379
ITRC20171230-67,Rammelkamp Bradney PC,IL,Business,Yes - Published ,418
ITRC20171230-68,Rising Tide Charter Public School,MA,Education,Yes - Published #,272
ITRC20171230-69,Revlon Consumer Products Corporation,NY,Business,Yes - Published ,149
ITRC20171230-70,Shared Imaging,IL,Business,Yes - Published ,197
ITRC20171230-72,Scientific Games Corporation,NV,Business,Yes - Published ,280
ITRC20171230-74,SKE Group,NJ,Business,Yes - Published ,442
ITRC20171230-76,Suffolk County National Bank,NY,Banking/Credit/Financial,Yes - Published #,191
ITRC20171230-77,Susan D. JarvisCPA,PA,Business,Yes - Published #,316
ITRC20171230-78,TradingScreen Inc.,NY,Business,Yes - Published ,114
ITRC20171230-79,Collier Companies,FL,Business,Yes - Published ,317
ITRC20171230-80,Tyler Devices,NV,Business,Yes - Published ,128
ITRC20171230-81,TDX Construction Corporation,NY,Business,Yes - Published ,193
ITRC20171230-82,Zoo Atlanta,GA,Business,Yes - Published ,411
ITRC20171230-83,Santander Bank (5/23),MA,Banking/Credit/Financial,Yes - Published #,153
ITRC20171230-84,Santander Bank (5/1),MA,Banking/Credit/Financial,Yes - Published #,139
ITRC20171230-85,Santander Bank (4/24),MA,Banking/Credit/Financial,Yes - Published #,204
ITRC20171230-86,Torchon & Associates,CA,Business,Yes - Published ,503
ITRC20171230-87,Valmark Securities,OH,Business,Yes - Published ,120
ITRC20171230-88,VHG Fourth Street SFLLC,CA,Business,Yes - Published #,280
ITRC20171230-89,Fiduciary Group,GA,Business,Yes - Published ,331
ITRC20171230-90,Middlesex Corporation,MA,Business,Yes - Published ,1041
ITRC20171230-92,American Financial Network Advisory ServicesLLC,CA,Business,Yes - Published #,133
ITRC20171230-93,Attarson & AssociatesInc.,CA,Business,Yes - Published #,184
ITRC20171230-94,Brambles USA Inc.,GA,Business,Yes - Published ,105
ITRC20171230-95,Lewis Management Corp.,CA,Business,Yes - Published ,309
ITRC20171230-96,"Eagle Home MortgageLLC f/k/a Universal American M",FL,Banking/Credit/Financial,Yes - Published #,374
ITRC20171230-97,Coatings & Adhesives Corporation,NC,Business,Yes - Published ,189
ITRC20171230-98,Covanta Holding Corporation,NJ,Business,Yes - Published ,258
ITRC20171230-99,Curriculum AssociatesLLC,MA,Business,Yes - Published #,102
ITRC20171231-01,Dutchess Boces,NY,Banking/Credit/Financial,Yes - Published #,400
ITRC20171231-02,Ben's Deli,NY,Banking/Credit/Financial,Yes - Published #,444
ITRC20171231-03,Trump Hotels,FL,Banking/Credit/Financial,Yes - Published #,553
ITRC20171231-04,Villa JTM Internet Sales,PA,Banking/Credit/Financial,Yes - Published #,1503
ITRC20171231-05,Walk nthe Word-e com,IL,Banking/Credit/Financial,Yes - Published #,1332
ITRC20171231-06,Way.com,CA,Banking/Credit/Financial,Yes - Published #,3057
ITRC20171231-07,Eastern Jungle GymInc.,NY,Business,Yes - Published #,1900
ITRC20171231-08,Fairway Chelsea LLC,NY,Banking/Credit/Financial,Yes - Published #,3887
ITRC20171231-09,Fairway Pelham LLC,NY,Business,Yes - Published ,1750
ITRC20171231-10,Fairway Douglaston LLC,NY,Business,Yes - Published ,3720
ITRC20171231-11,Fairway Westbury LLC,NY,Business,Yes - Published ,4360
ITRC20171231-12,Farmers & Merchants Bank,VA,Banking/Credit/Financial,Yes - Published #,10650
ITRC20171231-13,Farmers Insurance,CA,Business,Yes - Published ,705
ITRC20171231-14,Franklin American Mortgage Company,TN,Banking/Credit/Financial,Yes - Published #,2196
ITRC20171231-16,Hospital Housekeeping Systems,TX,Banking/Credit/Financial,Yes - Published #,1058
ITRC20171231-17,Jaffa Simmons PLLC,AZ,Business,Yes - Published ,482
ITRC20171231-18,McMahon Agency,NY,Business,Yes - Published ,435
ITRC20171231-19,Jeffrey GlasserCPALLC,NY,Business,Yes - Unknown #,Unknown
ITRC20171231-20,Kemmerer & SchooleyPLLC,VA,Business,Yes - Published #,420
ITRC20171231-21,LanierWesterfieldDeal & ProctorCPAs,GA,Business,Yes - Unknown #,Unknown
ITRC20171231-22,Law Office of Arthur Heitzer,WI,Business,Yes - Published ,538
ITRC20171231-23,LendFi,NY,Banking/Credit/Financial,Yes - Published #,800
ITRC20171231-24,Legacy Consulting GroupLLC,KY,Business,Yes - Published #,2164
ITRC20171231-25,Merchant e-Solutions,GA,Business,Yes - Published ,496
ITRC20171231-26,MA Higher Education Assistance Corp. dba American,MA,Business,Yes - Published ,323
ITRC20171231-27,Michael Saunders & Company,FL,Business,Yes - Unknown ,Unknown
ITRC20171231-28,MediaMath IT and HR,NY,Business,Yes - Unknown ,Unknown
ITRC20171231-29,Moog Inc.,NY,Business,Yes - Published ,247
ITRC20171231-30,Mr. Cooper (9/27/2017),TX,Banking/Credit/Financial,Yes - Published #,233
ITRC20171231-31,Navy Federal Credit Union,VA,Banking/Credit/Financial,Yes - Published #,205
ITRC20171231-32,Netlink Software Group AmericaInc.,MI,Business,Yes - Unknown #,Unknown
ITRC20171231-33,Ameriprise Financial (1/17),MN,Banking/Credit/Financial,Yes - Published #,372
ITRC20171231-34,Ameriprise (5/17),MN,Banking/Credit/Financial,Yes - Published #,180
ITRC20171231-35,Ameriprise Financial (6/17),MN,Banking/Credit/Financial,Yes - Published #,254
ITRC20171231-37,ANRO Inc.,PA,Business,Yes - Published ,149
ITRC20171231-38,Bed Bath & Beyond,NJ,Business,Yes - Published ,101
ITRC20171231-39,BaublebarInc.,NY,Business,Yes - Published #,231
ITRC20171231-40,CBEW Professional GroupLLP,OK,Business,Yes - Published #,3614
ITRC20171231-41,24 x 7,TX,Business,Yes - Published ,2009
ITRC20171231-42,A&M LLC,NY,Business,Yes - Published ,3356
ITRC20171231-43,Nussbaum Yates Berg Klein & WolpowLLP,NY,Business,Yes - Published #,134
ITRC20171231-45,Brown Brothers Harriman & Co.,NY,Business,Yes - Published ,249
ITRC20171231-46,SMH Enterprises LLC,LA,Business,Yes - Published ,14196
ITRC20171231-47,Cornell University (2/17),NY,Education,Yes - Published #,308
ITRC20171231-48,SEKO WorldwideLLC,IL,Business,Yes - Published #,256
ITRC20171231-49,"Citibank NA,(2/17)",NY,Banking/Credit/Financial,Yes - Published #,164
ITRC20171231-50,ColeyEubank & Company PC,VA,Business,Yes - Published #,753
ITRC20171231-51,Cornell University (3/17),NY,Education,Yes - Published #,103
ITRC20171231-52,Chartwell Hospitality LLC,TN,Business,Yes - Published ,1636
ITRC20171231-53,Capital Insurance Group,CA,Business,Yes - Published ,557
ITRC20171231-54,Clarke University,IA,Education,Yes - Published #,443
ITRC20171231-55,Cleveland Metropolitan School District,OH,Education,Yes - Published #,1307
ITRC20171231-56,Clutch AnalyticsLLC,TX,Business,Yes - Published #,4225
ITRC20171231-58,Congressional Hispanic Caucus Institute,DC,Business,Yes - Published ,133
ITRC20171231-59,Academy of Model Aeronautics,IN,Business,Yes - Published ,5428
