ID,organization,state,industry,exposure,records
ITRC20150728-01,Ransomed Heart Ministries,CO,Business,Yes - Unknown #,Unknown
ITRC20150721-07,Alfa Specialty Insurance Corporation / Alfa Vision Insu,TN,Business,Yes - Published #,86000
ITRC20150721-05,"Atkinson, Andelson, Loya, Ruud & Romo",CA,Business,Yes - Unknown #,Unknown
ITRC20150721-04,"Office of Richard Berger, CPA",CA,Business,Yes - Unknown #,Unknown
ITRC20150720-02,Rite-Aid / PNI Digital Media,RI,Business,Yes - Unknown #,Unknown
ITRC20150720-01,CVS - Photo site,RI,Business,Yes - Unknown #,Unknown
ITRC20150714-05,Jenkinson's Breakwater Beach Waterpark,NJ,Business,Yes - Unknown #,Unknown
ITRC20150714-04,Latex Construction Company,GA,Business,Yes - Unknown #,Unknown
ITRC20150714-02,Insurance Services Office,NJ,Business,Yes - Unknown #,Unknown
ITRC20150713-06,Rite Aid,PA,Business,Yes - Unknown #,Unknown
ITRC20150713-02,Service Systems Associates / Zoos,CO,Business,Yes - Published #,60000
ITRC20150709-01,Evans Hotels,CA,Business,Yes - Unknown #,Unknown
ITRC20150707-08,Trump Hotel Properties,NY,Business,Yes - Unknown #,Unknown
ITRC20150707-06,Firekeepers Casino,MI,Business,Yes - Published #,85000
ITRC20150706-03,"Covanta Projects, LLC",NJ,Business,Yes - Unknown #,Unknown
ITRC20150706-02,Automotive Recovery Services (Vehicle Donation Proc,IL,Business,Yes - Published #,17215
ITRC20150630-02,DK Real Estate MGMT,FL,Business,Yes - Published #,400
ITRC20150630-01,Advanced Tech Support / Inbound Call Experts,FL,Business,Yes - Unknown #,Unknown
ITRC20150629-19,Manchester Hotel Hospitality / Six Continents Hotel (IH,TN,Business,Yes - Unknown #,Unknown
ITRC20150629-18,Genius Central,FL,Business,Yes - Published #,256
ITRC20150629-16,Hershey Entertainment & Resorts Company,PA,Business,Yes - Unknown #,Unknown
ITRC20150629-05,"LC Industries, Inc.",NC,Business,Yes - Published #,3754
ITRC20150629-03,COA Network,NJ,Business,Yes - Unknown #,Unknown
ITRC20150625-02,Summit Financial Group,TX,Business,Yes - Published #,Unknown
ITRC20150623-14,esurance,CA,Business,Yes - Unknown #,Unknown
ITRC20150623-11,"Big Idea Entertainment, LLC",TN,Business,Yes - Unknown #,Unknown
ITRC20150623-09,Marsh & McLennan Companies / Mercer,NY,Business,Yes - Unknown #,Unknown
ITRC20150623-08,"Blair & Associates, LLC",NJ,Business,Yes - Unknown #,Unknown
ITRC20150623-06,ZenPayroll,CA,Business,Yes - Unknown #,Unknown
ITRC20150623-02,NewMarket Health,MD,Business,Yes - Unknown #,Unknown
ITRC20150623-01,Dulaney Valley Memorial Gardens,MD,Business,Yes - Unknown #,Unknown
ITRC20150622-02,Law Enforcement Targets,MN,Business,Yes - Unknown #,Unknown
ITRC20150622-01,"Dungarees, LLC (Lucky Brand)",CA,Business,Yes - Unknown #,Unknown
ITRC20150617-02,Fred's Super Dollar Stores (Fred's Inc),TN,Business,Yes - Unknown #,Unknown
ITRC20150616-11,LastPass,VA,Business,Yes - Unknown #,Unknown
ITRC20150616-08,Roundpoint Mortgage Servicing Corporation,NC,Business,Yes - Unknown #,Unknown
ITRC20150616-05,Intimacy Management Company,GA,Business,Yes - Unknown #,Unknown
ITRC20150616-03,BAE Systems,NH,Business,Yes - Unknown #,Unknown
ITRC20150615-03,Holiday Valley Resort,NY,Business,Yes - Unknown #,Unknown
ITRC20150611-01,"Missing Links Networks, Inc. / eCellar",CA,Business,Yes - Published #,250000
ITRC20150609-06,"Eataly NY, LLC",NY,Business,Yes - Unknown #,Unknown
ITRC20150609-05,Saint Francis Hospital Gift Shop,OK,Business,Yes - Unknown #,Unknown
ITRC20150609-02,"ADP, LLC / ADP TotalSource",NJ,Business,Yes - Unknown #,Unknown
ITRC20150605-04,Hotel Beacon,NY,Business,Yes - Unknown #,Unknown
ITRC20150605-03,AeroGrow International,CO,Business,Yes - Unknown #,Unknown
ITRC20150605-02,"Green Tree Servicing, LLC",CA,Business,Yes - Unknown #,Unknown
ITRC20150605-01,"Gallant Risk & Insurance Services, Inc.",CA,Business,Yes - Published #,995
ITRC20150603-02,Office of W.G. Bostick,FL,Business,Yes - Unknown #,Unknown
ITRC20150603-01,Roll Global / The Wonderful Company,CA,Business,Yes - Unknown #,Unknown
ITRC20150602-06,Blue Goose Cantina,TX,Business,Yes - Unknown #,Unknown
ITRC20150528-03,Copart,IA,Business,Yes - Unknown #,Unknown
ITRC20150528-02,Heartland Payment (Payroll Solutions) Systems,CA,Business,Yes - Published #,2200
ITRC20150527-02,Merchant - American Express,NY,Business,Yes - Unknown #,Unknown
ITRC20150526-11,Institute for Financial Markets,DC,Business,Yes - Published #,248
ITRC20150526-10,"Harbor Homes, Inc.",NH,Business,Yes - Unknown #,Unknown
ITRC20150526-09,SafeandVaultStore.com,WA,Business,Yes - Unknown #,Unknown
ITRC20150526-07,LifeView,TN,Business,Yes - Unknown #,Unknown
ITRC20150526-05,Adult Friend Finder,CA,Business,Yes - Unknown #,Unknown
ITRC20150526-02,Blue Spring Partners / finfunmermaid.com,ID,Business,Yes - Unknown #,Unknown
ITRC20150519-12,Osram Sylvania,MA,Business,Yes - Unknown #,Unknown
ITRC20150519-10,BJL Cleaning Corporation d/b/a Champion Cleaning,MA,Business,Yes - Unknown #,Unknown
ITRC20150519-08,Tax DRX,NJ,Business,Yes - Unknown #,Unknown
ITRC20150518-02,Honig's Whistlestop Inc.,MI,Business,Yes - Unknown #,Unknown
ITRC20150518-01,Longwood Management Corporation,CA,Business,Yes - Unknown #,Unknown
ITRC20150507-01,Cities Service / Six Continents Hotels,US,Business,Yes - Published #,613
ITRC20150504-03,Abercrombie & Fitch,OH,Business,Yes - Unknown #,Unknown
ITRC20150504-02,"Sally Beauty Holdings, Inc.",TX,Business,Yes - Published #,62210
ITRC20150501-04,Hard Rock Hotel & Casino,FL,Business,Yes - Unknown #,Unknown
ITRC20150501-03,Harbortouch,PA,Business,Yes - Unknown #,Unknown
ITRC20150428-12,Merchant - American Express,NY,Business,Yes - Unknown #,Unknown
ITRC20150428-11,Stater Brothers,CA,Business,Yes - Unknown #,Unknown
ITRC20150428-10,Compass Group USA / NEXTEP,CA,Business,Yes - Unknown #,Unknown
ITRC20150428-04,"SolarCity Corporation / TrueNorth Compliance, Inc.",TX,Business,Yes - Unknown #,Unknown
ITRC20150423-02,"Freedom Smokes, Inc.",AL,Business,Yes - Unknown #,Unknown
ITRC20150423-01,AT&T,AL,Business,Yes - Unknown #,Unknown
ITRC20150417-01,Howe Riley & Howe PLLC,NH,Business,Yes - Unknown #,Unknown
ITRC20150414-01,Sweaty Bands,OH,Business,Yes - Unknown #,Unknown
ITRC20150413-15,Walter McCann Fanska,KS,Business,Yes - Unknown #,Unknown
ITRC20150413-13,Buchanan & Edwards,VA,Business,Yes - Unknown #,Unknown
ITRC20150413-10,Biggby Coffee,MI,Business,Yes - Unknown #,Unknown
ITRC20150413-08,Homebridge (In-Home Supportive Services),CA,Business,Yes - Unknown #,Unknown
ITRC20150413-07,Kellogg & Andelson Global Management,CA,Business,Yes - Unknown #,Unknown
ITRC20150409-01,White Lodging Services Corp.,IN,Business,Yes - Unknown #,Unknown
ITRC20150407-04,Law Enforcement - American Express,AL,Business,Yes - Unknown #,Unknown
ITRC20150407-02,"SRI, Inc.",VA,Business,Yes - Published #,9000
ITRC20150330-27,BetterBee.com,NY,Business,Yes - Published #,332
ITRC20150330-26,Slack,CA,Business,Yes - Unknown #,Unknown
ITRC20150330-25,Colonial Car Wash,NY,Business,Yes - Unknown #,Unknown
ITRC20150330-24,ModSpace,PA,Business,Yes - Unknown #,Unknown
ITRC20150330-23,"ValuTeachers, Inc.",GA,Business,Yes - Unknown #,Unknown
ITRC20150330-21,Kohl's,WI,Business,Yes - Unknown #,Unknown
ITRC20150330-20,BAE Systems,VA,Business,Yes - Unknown #,Unknown
ITRC20150330-14,gategroup,VA,Business,Yes - Unknown #,Unknown
ITRC20150330-13,Gallagher Bassett,CA,Business,Yes - Unknown #,Unknown
ITRC20150330-09,Chubb & Son,NJ,Business,Yes - Unknown #,Unknown
ITRC20150330-08,Charlotte Russe / Innotrac,CA,Business,Yes - Unknown #,Unknown
ITRC20150330-06,Direct Marketing Association (DMA),NY,Business,Yes - Unknown #,Unknown
ITRC20150330-05,"Coulter Ventures, LLC (Rogue Fitness)",OH,Business,Yes - Published #,226
ITRC20150330-04,"Nite Ize, Inc.",CO,Business,Yes - Unknown #,Unknown
ITRC20150323-04,Twitch,CA,Business,Yes - Unknown #,Unknown
ITRC20150323-03,Hilton Hhonors Program,TX,Business,Yes - Unknown #,Unknown
ITRC20150320-06,Tom Bradley International Terminal,CA,Business,Yes - Unknown #,Unknown
ITRC20150320-05,Equifax,GA,Business,Yes - Published #,300
ITRC20150319-02,Shell Vacations Club-West,FL,Business,Yes - Unknown #,Unknown
ITRC20150319-01,Apple American Group (Applebee's),OH,Business,Yes - Published #,3058
ITRC20150318-09,"E.K. and Company (Mark Riley, Inc.)",CA,Business,Yes - Unknown #,Unknown
ITRC20150318-08,EMC,MA,Business,Yes - Unknown #,Unknown
ITRC20150318-07,Alta Ski Area,UT,Business,Yes - Unknown #,Unknown
ITRC20150311-01,Kraft Music LTD,WI,Business,Yes - Unknown #,Unknown
ITRC20150310-01,Bistro Burger (Epic Foods),CA,Business,Yes - Unknown #,Unknown
